Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_ema_fast,Exit_ema_fast,Entry_ema_slow,Exit_ema_slow,Entry_rsi,Exit_rsi,Entry_atr,Exit_atr,Entry_breakout_high,Exit_breakout_high,Entry_breakout_low,Exit_breakout_low,Entry_avg_volume,Exit_avg_volume,Entry_rsi_rank,Exit_rsi_rank,Entry_tactical_support,Exit_tactical_support,Entry_tactical_resistance,Exit_tactical_resistance,Entry_macro_support,Exit_macro_support,Entry_macro_resistance,Exit_macro_resistance
0.13095317,3645,3761,72868.0,67208.18464285713,67208.18464285713,73846.18571428572,-759.5141830530274,18.343420420487462,-0.0795944933549119,2024-10-30 21:00:00,2024-11-04 17:00:00,4 days 20:00:00,,0.0006840374103157707,0.0006897103098043614,0.0006558880878779145,0.0006650146570690353,54.41117256435834,37.84243999827895,5.271642857142857e-06,5.020500000000003e-06,0.0007286860000000001,0.000694953,0.000714442,0.00067602,1270165062000.0,839539742000.0,0.18,0.3,0.000673549125,0.000675722875,0.000683051125,0.0006942504999999999,0.0006276707,0.00065344485,0.000673426375,0.0006815859250000001
0.12071153,3795,3795,73079.0,75165.91428571427,67503.28535714287,75165.91428571427,234.0197459892798,17.894870418147427,0.02652840585432978,2024-11-06 03:00:00,2024-11-06 03:00:00,0 days 00:00:00,,0.0006902470465152379,0.0006902470465152379,0.0006669646684355049,0.0006669646684355049,79.4553954171291,79.4553954171291,1.2083428571428565e-05,1.2083428571428565e-05,0.00073344,0.00073344,0.0006855,0.0006855,1443613310000.0,1443613310000.0,1.0,1.0,0.0006783211250000001,0.0006783211250000001,0.0006955630000000001,0.0006955630000000001,0.00066448455,0.00066448455,0.00068291505,0.00068291505
0.09885924,4029,4122,91479.3,93621.12857142858,73843.13821428572,93621.12857142858,193.44065708946857,18.298887692245714,0.021389846040111106,2024-11-15 21:00:00,2024-11-19 18:00:00,3 days 21:00:00,,0.0008138336182661693,0.0008588720668410931,0.0007332129376969463,0.0007663933160200369,65.7304314531234,65.04873997659675,1.0700285714285724e-05,8.152571428571408e-06,0.00091499,0.0009333389999999999,0.00087111,0.0009028,1520530432000.0,1241693840000.0,1.0,0.98,0.0007426525000000001,0.0007915077500000001,0.000815034125,0.000899881125,0.000681177725,0.0006869948500000001,0.0007254355000000001,0.000765182475
0.09632686,4156,4156,95790.1,97526.6,83984.0275,97526.6,148.6500016934378,18.621590696562002,0.01611004999472812,2024-11-21 04:00:00,2024-11-21 04:00:00,0 days 00:00:00,,0.0008745376130299667,0.0008745376130299667,0.0007787098122587951,0.0007787098122587951,79.02223743946901,79.02223743946901,9.414571428571438e-06,9.414571428571438e-06,0.000959914,0.000959914,0.000927302,0.000927302,1350403630000.0,1350403630000.0,1.0,1.0,0.0008459175,0.0008459175,0.0009065832500000001,0.0009065832500000001,0.0006912274,0.0006912274,0.000806616425,0.000806616425
0.09599468,4157,4183,97591.2,99474.1142857143,84309.31285714285,99474.1142857143,161.83253254061563,18.91722178395657,0.017274600285974436,2024-11-21 05:00:00,2024-11-22 07:00:00,1 days 02:00:00,,0.0008751947053021929,0.0008918708057483151,0.0007791420435301407,0.0007904059665495445,75.88989668238187,70.33661830561785,9.702999999999997e-06,7.169357142857107e-06,0.00097839,0.0009941400000000001,0.000928317,0.0009562500000000001,1390083642000.0,1486857320000.0,0.98,0.78,0.0008577086250000001,0.00087765475,0.000906652,0.00091182625,0.0006912588500000001,0.0006942541,0.0008073821000000001,0.0008699636500000001
0.09836797,4347,4358,96798.0,97968.91428571429,91713.95285714285,97968.91428571429,96.02163534826536,19.158825981449716,0.010084375415076648,2024-11-29 03:00:00,2024-11-29 14:00:00,0 days 11:00:00,,0.0009357907181740219,0.0009380003523514644,0.0008423896092619404,0.0008453978098589082,63.898809985466755,69.49300944667466,5.571285714285724e-06,6.169999999999988e-06,0.000969329,0.00097568,0.000947001,0.00094768,794676174000.0,826033432000.0,0.8,0.92,0.00091938975,0.0009223853750000001,0.0009632325,0.000966059375,0.00075931545,0.000762017875,0.0009174623000000001,0.0009188783000000001
0.09824353,4414,4453,97848.2,94332.96928571428,94332.96928571428,98772.57142857142,-364.2292306060051,18.88055647015615,-0.037889423449500484,2024-12-01 22:00:00,2024-12-03 13:00:00,1 days 15:00:00,,0.0009477463390130758,0.0009501912205333102,0.0008598940961083898,0.0008680965548032198,59.94489812169028,32.059687244606366,4.412785714285682e-06,5.353071428571448e-06,0.0009787889999999999,0.0009662360000000001,0.0009573650000000001,0.0009440000000000001,421146366000.0,805947734000.0,0.98,0.04,0.0009453045000000001,0.0009552172499999999,0.0009717033750000001,0.000972581875,0.000801350925,0.00087391285,0.0009377722750000001,0.000950407425
0.09526065,4484,4484,97283.4,98666.88571428572,95580.58964285714,98666.88571428572,113.12539682374272,18.666351584828572,0.012206968800138874,2024-12-04 20:00:00,2024-12-04 20:00:00,0 days 00:00:00,,0.0009522704423715842,0.0009522704423715842,0.0008742942256947214,0.0008742942256947214,70.14129898191172,70.14129898191172,7.960785714285717e-06,7.960785714285717e-06,0.000973103,0.000973103,0.0009465080000000001,0.0009465080000000001,933184950000.0,933184950000.0,1.0,1.0,0.0009579536250000001,0.0009579536250000001,0.0009726610000000001,0.0009726610000000001,0.000885429225,0.000885429225,0.000956014475,0.000956014475
0.09184226,4730,4740,102073.3,103075.75714285712,97192.00892857143,103075.75714285712,73.22657650827267,18.841353044869145,0.007811132644034055,2024-12-15 02:00:00,2024-12-15 12:00:00,0 days 10:00:00,,0.0009900151987687236,0.00099204685328265,0.0009261366109869553,0.0009282320370152013,56.03595068011637,66.25916410991908,4.9768571428571325e-06,5.066357142857155e-06,0.0010216539999999999,0.001029,0.0010055980000000001,0.0010055980000000001,539395528000.0,571649034000.0,0.68,1.0,0.000973483375,0.0009760661250000001,0.0009999812500000001,0.001001833375,0.0009533461,0.00095522985,0.0009813479000000001,0.000982351375
0.09580429,5229,5261,98577.4,99727.9575,96360.26785714287,99727.9575,91.22984041319197,18.998503978483676,0.009659943785289704,2025-01-04 21:00:00,2025-01-06 05:00:00,1 days 08:00:00,,0.000962934160836893,0.0009666853561925719,0.0009551496159344403,0.0009570171672739414,59.181073305305766,72.1368896146831,3.773857142857172e-06,5.135642857142846e-06,0.0009866200000000001,0.000994654,0.000974382,0.00097227,418411802000.0,355754606000.0,0.62,1.0,0.000945416375,0.0009455028750000001,0.000966202875,0.000971819375,0.0009648760750000001,0.0009656849000000001,0.000997279575,0.0009949409250000001
-0.10493209,5436,5438,90827.5,89148.92857142858,97219.64821428573,89148.92857142858,157.25070541354899,18.88530280073572,0.016499353169469495,2025-01-13 12:00:00,2025-01-13 14:00:00,0 days 02:00:00,,0.000955608435487173,0.0009550634599947987,0.000956228512510912,0.000956043261880475,20.673162894495405,35.968295286358114,8.72264285714282e-06,1.0456928571428528e-05,0.000959345,0.000959345,0.0009080980000000001,0.0009025210000000001,556240140000.0,692369348000.0,0.02,0.14,0.0009433721250000001,0.0009433721250000001,0.0009696786250000001,0.0009696786250000001,0.000949178075,0.0009488527,0.000982336375,0.00098224195
0.09524115,5522,5535,101636.29999999999,103593.28571428571,94502.21964285715,103593.28571428571,166.83926820469148,19.54630175745214,0.01723553620676319,2025-01-17 02:00:00,2025-01-17 15:00:00,0 days 13:00:00,,0.0009646944002793656,0.0009693823132524698,0.0009593115824364801,0.000961069199882615,61.476226263406254,73.88325109029904,1.033414285714284e-05,6.879714285714266e-06,0.0010184439999999999,0.00103322,0.0009729360000000001,0.000993263,945269230000.0,976685434000.0,0.64,0.98,0.000947342125,0.000947342125,0.000979830125,0.0009816173750000002,0.000947957825,0.000947957825,0.0009770154,0.0009770154
0.09376603,5537,5588,104923.9,106269.78571428571,94593.89964285714,106269.78571428571,106.3955667917897,19.802793470496287,0.01081442863419518,2025-01-17 17:00:00,2025-01-19 20:00:00,2 days 03:00:00,,0.0009703838930815781,0.0009917262317905807,0.0009614414504593234,0.0009703009677421733,68.27520050415798,65.02864514404712,7.419499999999984e-06,8.809785714285719e-06,0.001049701,0.001062598,0.000993263,0.001034586,965865976000.0,745610984000.0,0.8,0.98,0.000947342125,0.000947342125,0.00098179175,0.000995616375,0.000947957825,0.000947957825,0.0009770154,0.0009770154
-0.1037118,6086,6093,95835.5,95085.97142857144,102069.15428571429,95085.97142857144,57.93414783377895,19.800809460505718,0.0058288118703402145,2025-02-09 14:00:00,2025-02-09 21:00:00,0 days 07:00:00,,0.0009896248757834624,0.0009883080790215545,0.000993591278219741,0.0009930847055350952,40.78885899885252,32.31799533635488,4.0444999999999695e-06,5.414428571428535e-06,0.000973017,0.000973017,0.000957667,0.0009563360000000001,576089294000.0,371345492000.0,0.16,0.02,0.000978141625,0.0009770332499999998,0.001019369875,0.0010179087500000001,0.000975507325,0.000975507325,0.0010280736,0.0010280736
-0.10331923,6134,6138,96731.8,95762.51428571428,101354.59285714287,95762.51428571428,80.25748931862239,19.888364331378,0.008030362300711875,2025-02-11 14:00:00,2025-02-11 18:00:00,0 days 04:00:00,,0.0009849026768355411,0.0009843018897020194,0.0009914097623410461,0.0009911503693296275,40.4339030969459,27.36870722341385,4.828357142857164e-06,5.280571428571414e-06,0.000984822,0.000984822,0.000966005,0.000959159,540800378000.0,579086456000.0,0.08,0.02,0.0009732542500000001,0.000972961,0.0010115723749999999,0.0010063963750000001,0.000977444375,0.000977444375,0.0010280736,0.0010280736
