params_label,split_id,test_groups,test_start,test_end,purged_train_bars,train_score,test_score,train_return_pct,train_monthly_return_pct,train_max_dd_pct,train_profit_factor,train_trades,test_return_pct,test_monthly_return_pct,test_max_dd_pct,test_profit_factor,test_trades,test_win_rate_pct,test_expectancy_pct,train_test_gap_pct
current_best,1,"0,1",2024-06-01 00:00:00,2024-12-03 03:00:00,12995,14.20751077321564,-50001.38351508133,41.99703011115999,1.990770864048086,-10.088756023973177,1.9663075332067252,81,-1.3835150813295782,-0.2288494523268514,-9.48880431927497,0.9998648063324755,15,80.0,0.045405305429168985,111.49551947236674
current_best,2,"0,2",2024-06-01 00:00:00,2025-03-05 17:00:00,11459,16.898508636175382,13.134331475303572,45.65849985424401,1.821979761180681,-7.733417433182844,2.4170304520589423,68,12.811766185952035,2.0022696278863217,-4.647649291406486,4.876554642143346,15,93.33333333333333,0.830047910820248,0.0
current_best,3,"0,3",2024-06-01 00:00:00,2025-06-06 07:00:00,11459,15.932221277661588,-3.267493513096387,43.13833089995656,1.7366977223524538,-7.73341723774672,2.190696366828994,64,0.6700005881572713,0.1098764177743794,-10.0887555825112,1.0173794702517172,24,79.16666666666666,0.036729069088784184,93.67325606752419
current_best,4,"0,4",2024-06-01 00:00:00,2025-09-06 21:00:00,11459,8.800423376934278,0.01351151005119322,29.941763442151313,1.265363756419724,-11.422503621947833,1.639411877199528,63,1.4238801152546054,0.23278036774228017,-4.647649291406486,1.1058248643779707,20,80.0,0.06435866668620846,81.6036798461085
current_best,5,"0,5",2024-06-01 00:00:00,2025-12-08 11:00:00,11459,8.484993084485257,12.259522025695707,27.90928913108104,1.1887491711034537,-10.088755947740758,1.5940524169448647,73,13.22671007139653,2.063875214730526,-4.647649291406486,3.1094798434693907,14,85.71428571428571,0.9254096635060591,0.0
current_best,6,"0,6",2024-06-01 00:00:00,2026-03-11 01:00:00,11459,6.641247354863356,1.441882670722921,22.880234491829654,0.9940791659181158,-10.088755947740758,1.5703745297260499,72,3.905656224563825,0.6320601697959338,-6.7267448814286475,1.2493184167761449,14,78.57142857142857,0.2974578740612297,36.41752171597189
current_best,7,"0,7",2024-06-01 00:00:00,2026-06-11 14:00:00,11796,8.471142150526036,7.160578170202731,26.137190735312487,1.4484746158099693,-10.088755947740758,1.6740130582079555,69,9.492931905811819,1.502938762572481,-4.891410050249323,2.0168362803354563,17,82.35294117647058,0.5554419655268127,0.0
current_best,8,"1,2",2024-09-01 14:00:00,2025-03-05 17:00:00,11795,17.28991387661969,6.679522657560966,47.91413984713224,1.621895031131193,-7.7334173698058954,2.4643583669229674,70,11.467644844054359,1.8014029944274146,-9.48880431927497,2.012322848545756,24,91.66666666666666,0.582769646641594,0.0
current_best,9,"1,3",2024-09-01 14:00:00,2025-06-06 07:00:00,10259,17.193753292844022,-50000.52945493722,45.479608148032554,1.5526037212804766,-7.7334175239417435,2.801061229285991,57,-0.5294549372207524,-0.08726364514171081,-10.0887555825112,1.046547275867574,33,81.81818181818183,0.07325001561288964,105.62047120882474
current_best,10,"1,4",2024-09-01 14:00:00,2025-09-06 21:00:00,10259,7.557418147876511,-2.5781917538273316,26.56660825824888,0.972997994285052,-11.422503113553162,1.7103519588348723,54,0.21544232148515974,0.03539827783247684,-9.48880431927497,1.1004315290151798,29,82.75862068965517,0.09734228244202439,96.36193722490795
current_best,11,"1,5",2024-09-01 14:00:00,2025-12-08 11:00:00,10259,7.169935063580325,6.723664324182237,24.586926515764063,0.9075954445674883,-10.088755573944741,1.6547893663659885,64,11.877644786584284,1.8628872652766137,-9.48880431927497,1.8568595190323647,23,86.95652173913044,0.6300647020077985,0.0
current_best,12,"1,6",2024-09-01 14:00:00,2026-03-11 01:00:00,10259,5.357710151550695,-0.6580032421620108,19.688498736434966,0.7413820097860624,-10.088755573944741,1.6379746343522832,63,2.667648747177931,0.43389180336563804,-9.48880431927497,1.1853892471759884,23,82.6086956521739,0.24783317799790242,41.47527217569733
current_best,13,"1,7",2024-09-01 14:00:00,2026-06-11 14:00:00,10596,7.04093100950795,3.306297190545115,22.860858047259725,1.0533528727752373,-10.088755573944741,1.7733791832597154,60,8.18835356671408,1.3030104656038377,-9.48880431927497,1.530417176087457,26,84.61538461538461,0.42224101042501366,0.0
current_best,14,"2,3",2024-12-03 04:00:00,2025-06-06 07:00:00,11795,14.590181379532673,6.670827795133065,40.54539156531647,1.4086889096327049,-8.328153879448463,2.3099494686276394,60,13.78876342292925,2.1470216288475674,-10.0887555825112,2.015317607231016,33,87.87878787878788,0.4299057453361075,0.0
current_best,15,"2,4",2024-12-03 04:00:00,2025-09-06 21:00:00,10259,8.22241217413863,11.502476231142568,24.274085214632592,0.8971690559196999,-8.74591556997374,1.7474837020473395,48,14.640884398960697,2.272426562754881,-3.744805039118204,3.168057084857294,29,89.65517241379311,0.5031919059201687,0.0
current_best,16,"2,5",2024-12-03 04:00:00,2025-12-08 11:00:00,10259,7.2990716831086155,26.81168604969435,22.33026192575316,0.8318156268684485,-8.328153879448463,1.6845190021108905,58,27.98179447896412,4.140782529545106,-3.1835100060342514,10.099044344215502,23,95.65217391304348,1.1417881403063281,0.0
current_best,17,"2,6",2024-12-03 04:00:00,2026-03-11 01:00:00,10259,5.4666498356086635,12.134414061528934,17.520559594339247,0.6657269934901677,-8.328153879448463,1.6724567190902035,57,17.44607197143486,2.679831346735795,-6.7267448814286475,2.5467745440992404,23,91.30434782608695,0.7595566162964323,0.0
current_best,18,"2,7",2024-12-03 04:00:00,2026-06-11 14:00:00,10596,7.166753082727051,18.393995905120722,20.635456910734117,0.9593839471846222,-8.328153879448463,1.8328512324142876,54,23.761450802842198,3.568901326967655,-4.891410050249323,4.909488135679719,26,92.3076923076923,0.8749194366121746,0.0
