wf_folds,wf_total_return_pct_sum,wf_median_fold_return_pct,wf_best_fold_return_pct,wf_worst_fold_return_pct,wf_profitable_folds_pct,wf_avg_monthly_return_pct,wf_avg_max_dd_pct,wf_total_test_trades,mc_runs,mc_trades,mc_final_return_p05,mc_final_return_p50,mc_final_return_p95,mc_probability_loss_pct,mc_max_dd_p05,mc_max_dd_p50
18,22.363854491154434,0.9244752959098879,11.342227422695839,-6.481179352551791,61.111111111111114,1.2641069528779174,-3.612437540188595,76,10000,76,-3.7785501631120826,31.552474745048073,73.48635651959597,7.380000000000001,-23.211823559652466,-11.811857921601371
