params_label,split_id,test_groups,test_start,test_end,purged_train_bars,train_score,test_score,train_return_pct,train_monthly_return_pct,train_max_dd_pct,train_profit_factor,train_trades,test_return_pct,test_monthly_return_pct,test_max_dd_pct,test_profit_factor,test_trades,test_win_rate_pct,test_expectancy_pct,train_test_gap_pct
candidate_01,11,"1,5",2024-09-01 14:00:00,2025-12-08 11:00:00,10259,9.577823644375417,13.545308237344956,29.483720734328543,1.0676043458476947,-8.983789533493812,1.7793016942253257,66,20.621456979456674,3.131304386651057,-6.540475380589794,2.551795775116894,25,88.0,0.8137839991583313,0.0
candidate_01,12,"1,6",2024-09-01 14:00:00,2026-03-11 01:00:00,10259,7.132957191256877,7.53358656648328,22.875264925597747,0.8502391062905845,-8.983789533493812,1.6976333439733517,64,12.214357995503967,1.913240698296148,-6.726744893465164,1.67837445417668,22,86.36363636363636,0.5894994723437782,0.0
candidate_01,13,"1,7",2024-09-01 14:00:00,2026-06-11 14:00:00,10596,5.350389675291811,15.040939441717633,17.89834584476577,0.8415251091333786,-8.983789533493812,1.4812063374361137,60,23.447837840170482,3.5256860160086223,-6.540475380589794,2.938366434853516,28,89.28571428571429,0.8116307702303974,0.0
candidate_01,14,"2,3",2024-12-03 04:00:00,2025-06-06 07:00:00,11795,12.05949251691028,2.883091603052536,34.727877473569826,1.2326530844858352,-8.1583698106375,1.84878131253406,64,8.129261095379015,1.2936137131003278,-8.983789250241603,1.4815191781049497,31,87.09677419354838,0.28496269751837594,0.0
candidate_01,15,"2,4",2024-12-03 04:00:00,2025-09-06 21:00:00,10259,12.012702626566577,3.947336695844061,33.568995206317574,1.1967166512103056,-8.1583698106375,1.9075031297877776,54,5.992322167424091,0.9616526103920275,-4.504297939375778,1.5344371261377834,24,87.5,0.2685874407602546,19.642414148791595
candidate_01,16,"2,5",2024-12-03 04:00:00,2025-12-08 11:00:00,10259,10.545629674354016,10.932348035118249,30.711024245703044,1.1067981920318326,-8.1583698106375,1.8120112059142135,63,15.362967910454728,2.3780859795218934,-4.95728263081987,2.3251807351893334,24,87.5,0.6455263381739021,0.0
candidate_01,17,"2,6",2024-12-03 04:00:00,2026-03-11 01:00:00,10259,8.081585330850922,4.015352734500712,24.03993059071603,0.8893486585057397,-8.1583698106375,1.7345050783898928,61,7.322376173356648,1.168918406624675,-6.726744893465164,1.4438953657233968,21,85.71428571428571,0.38652478708468996,0.0
candidate_01,18,"2,7",2024-12-03 04:00:00,2026-06-11 14:00:00,10596,6.293742339590281,12.009288109881194,19.01583806174849,0.8899543728276393,-8.1583698106375,1.5115069039290503,57,18.06613277599589,2.769417615972114,-5.994973805123827,2.741504955686555,27,88.88888888888889,0.6619886556913519,0.0
candidate_01,19,"3,4",2025-03-05 18:00:00,2025-09-06 21:00:00,11795,12.857305671726627,-1.552636213091835,37.27380169248593,1.3105713565745303,-8.365456017272821,1.792577450676268,63,2.0381478694944333,0.33236051212384154,-8.983789250241603,1.1050550449815126,33,84.84848484848484,0.08263366529634612,74.64002929283151
candidate_01,20,"3,5",2025-03-05 18:00:00,2025-12-08 11:00:00,10259,12.27217681607069,4.6950050879767815,34.60549652950648,1.2288721321200846,-8.1583698106375,1.9558667755413288,57,11.05921011633968,1.7399652784736208,-8.983789250241603,1.5613602510430808,33,84.84848484848484,0.3567710452335443,0.0
candidate_01,21,"3,6",2025-03-05 18:00:00,2026-03-11 01:00:00,10259,9.792187597668201,-0.6210861708920495,27.874367028522617,1.0156664032894502,-8.1583698106375,1.8998555828754409,55,3.3185825703908156,0.5383344245130761,-8.983789250241603,1.134335584918098,30,83.33333333333334,0.14659443017706003,46.99692509572372
candidate_01,22,"3,7",2025-03-05 18:00:00,2026-06-11 14:00:00,10596,7.997547151754423,6.203788862279414,22.694965116330646,1.0464038932068043,-8.1583698106375,1.638204736553442,51,13.661530082780459,2.1287139649303954,-8.983789250241603,1.7391619608232987,36,86.11111111111111,0.39318072444999475,0.0
candidate_01,23,"4,5",2025-06-06 08:00:00,2025-12-08 11:00:00,11795,13.758918956765834,5.655801006179729,40.58790133243515,1.4099493414468034,-8.98378969794209,1.9380463761289095,66,8.864367138580054,1.4065413850482544,-4.95728263081987,1.634846283522576,26,84.61538461538461,0.3609884403032085,0.24170771944557423
candidate_01,24,"4,6",2025-06-06 08:00:00,2026-03-11 01:00:00,10259,6.108746969282256,-0.9890601016757314,22.635788892825314,0.8421534420319565,-10.875944577822382,1.5700528536639424,57,1.2767162074916794,0.2088485355551839,-6.726744893465164,1.066860723290178,23,82.6086956521739,0.08739512436905461,75.20065523317557
candidate_01,25,"4,7",2025-06-06 08:00:00,2026-06-11 14:00:00,10596,6.109617484238877,6.743564232968778,20.860954004343757,0.9689802790041391,-10.333928395280822,1.5260798396538784,50,11.415257928654054,1.7939408161135484,-5.994973805123827,1.895205357380429,29,86.20689655172413,0.405750380530216,0.0
candidate_01,26,"5,6",2025-09-06 22:00:00,2026-03-11 01:00:00,11795,10.559219988512348,5.960615645508715,32.279101021970845,1.1563643043507321,-8.98378969794209,1.7554244927865685,70,10.230461254220447,1.6147205005831333,-6.726744893465164,1.5304400044534288,23,82.6086956521739,0.48072266949633913,0.0
candidate_01,27,"5,7",2025-09-06 22:00:00,2026-06-11 14:00:00,10596,6.201672119257818,13.62568163481741,19.86950345589582,0.9266601539777541,-8.98378969794209,1.5193545698731552,57,21.265338491741083,3.222374525279381,-5.994973805123827,2.590870916072307,29,86.20689655172413,0.717699812872545,0.0
candidate_01,28,"6,7",2025-12-08 12:00:00,2026-06-11 14:00:00,12132,7.862328545784457,7.462955930331136,23.585827086469457,1.2833680248670154,-8.98378969794209,1.5465999692962005,67,12.813362122427051,2.0029623341448755,-6.726744893465164,1.7091863332618902,26,84.61538461538461,0.5168339609964863,0.0
